launch_id,mission_id,launch_date,year,quarter,launch_site,country,vehicle,payload_mass_kg,mission_type,success,cost_million_usd,orbit
LCH-0016222,MSN-0016222,1993-04-25,1993,2,Vostochny Cosmodrome,Russia,Atlas V,1657.5,Earth Observation,True,2.15,GEO
LCH-0016223,MSN-0016223,2023-10-19,2023,4,Unknown Launch Site,Other,Ariane 5,1755.9,Navigation,True,3.0,LEO
LCH-0016224,MSN-0016224,1994-10-10,1994,4,Palmachim Air Base,Israel,NURI,1914.9,Science,False,4.84,LEO
LCH-0016225,MSN-0016225,2002-05-14,2002,2,Cape Canaveral,USA,Long March 7,233.6,Earth Observation,True,0.58,GEO
LCH-0016226,MSN-0016226,2012-04-06,2012,2,Satish Dhawan Space Centre,India,Proton-M,1719.1,Earth Observation,True,2.91,LEO
LCH-0016227,MSN-0016227,1970-04-19,1970,2,Guiana Space Centre,ESA,Long March 3,1562.8,Science,True,1.91,LEO
LCH-0016228,MSN-0016228,2016-06-27,2016,2,Guiana Space Centre,ESA,Angara,1629.9,Weather,True,1.2,LEO
LCH-0016229,MSN-0016229,2004-10-09,2004,4,Kennedy Space Center,USA,GSLV,648.7,Science,True,1.0,LEO
LCH-0016230,MSN-0016230,1987-09-12,1987,3,Tanegashima Space Center,Japan,NURI,2411.7,Science,False,2.83,SSO
LCH-0016231,MSN-0016231,2012-10-10,2012,4,Kennedy Space Center,USA,GSLV,6893.1,Communications,True,4.81,GEO
LCH-0016232,MSN-0016232,2022-10-04,2022,4,Kennedy Space Center,Canada,Long March 7,3615.6,Communications,True,7.97,GEO
LCH-0016233,MSN-0016233,1998-05-17,1998,2,Kennedy Space Center,USA,NURI,50.0,Earth Observation,True,0.07,GEO
LCH-0016234,MSN-0016234,1967-04-23,1967,2,Vandenberg SFB,UK,Falcon 9,6107.0,Military Reconnaissance,True,15.59,MEO
LCH-0016235,MSN-0016235,1971-12-19,1971,4,Cape Canaveral,USA,Proton-M,2381.5,Earth Observation,True,4.36,LEO
LCH-0016236,MSN-0016236,1997-12-01,1997,4,Satish Dhawan Space Centre,India,Antares,2043.0,Science,True,2.9,Heliocentric
LCH-0016237,MSN-0016237,2016-04-19,2016,2,Plesetsk Cosmodrome,Russia,Falcon Heavy,2023.5,Science,True,4.86,LEO
LCH-0016238,MSN-0016238,2011-07-25,2011,3,Tanegashima Space Center,Japan,Long March 5,1373.7,Navigation,True,3.96,LEO
LCH-0016239,MSN-0016239,1987-10-04,1987,4,Jiuquan Satellite Launch Center,China,Falcon Heavy,960.0,Science,False,1.77,GEO
LCH-0016240,MSN-0016240,2005-01-12,2005,1,Vostochny Cosmodrome,Russia,Other,1876.8,Earth Observation,True,1.41,LEO
LCH-0016241,MSN-0016241,2007-04-15,2007,2,Plesetsk Cosmodrome,Russia,GSLV,50.0,Earth Observation,True,0.09,LEO
LCH-0016242,MSN-0016242,1988-03-14,1988,1,Cape Canaveral,USA,PSLV,665.6,Weather,False,1.09,LEO
LCH-0016243,MSN-0016243,2002-02-10,2002,1,Unknown Launch Site,Other,GSLV,3222.0,Communications,True,9.49,GTO
LCH-0016244,MSN-0016244,2021-07-02,2021,3,Vandenberg SFB,USA,Angara,4433.6,Military Reconnaissance,True,8.74,HEO
LCH-0016245,MSN-0016245,1996-09-27,1996,3,Baikonur Cosmodrome,Russia,Antares,3790.0,Communications,True,2.16,MEO
LCH-0016246,MSN-0016246,1981-06-26,1981,2,Cape Canaveral,USA,Long March 3,1767.4,Deep Space,True,3.95,MEO
LCH-0016247,MSN-0016247,2023-07-24,2023,3,Vandenberg SFB,USA,Falcon Heavy,3885.2,Communications,True,2.75,GTO
LCH-0016248,MSN-0016248,1970-05-10,1970,2,Kennedy Space Center,USA,Delta IV,3626.2,Navigation,True,6.54,LEO
LCH-0016249,MSN-0016249,2005-01-04,2005,1,Jiuquan Satellite Launch Center,China,Electron,50.0,Earth Observation,True,0.09,GEO
LCH-0016250,MSN-0016250,2021-08-23,2021,3,Wenchang Space Launch Site,China,Angara,4041.7,Deep Space,True,5.53,LEO
LCH-0016251,MSN-0016251,2011-09-24,2011,3,Cape Canaveral,USA,Electron,2798.6,Science,True,7.81,LEO
LCH-0016252,MSN-0016252,2012-01-26,2012,1,Vandenberg SFB,Germany,Antares,1562.5,Earth Observation,True,3.3,SSO
LCH-0016253,MSN-0016253,1986-03-04,1986,1,Satish Dhawan Space Centre,India,Long March 2,909.2,Science,True,2.54,LEO
LCH-0016254,MSN-0016254,1996-10-27,1996,4,Cape Canaveral,USA,H-IIA,1544.1,Earth Observation,True,0.98,LEO
LCH-0016255,MSN-0016255,1981-03-12,1981,1,Vandenberg SFB,USA,H3,3643.6,Communications,False,2.36,GEO
LCH-0016256,MSN-0016256,2013-08-07,2013,3,Xichang Satellite Launch Center,China,Electron,2392.8,Communications,True,3.75,LEO
LCH-0016257,MSN-0016257,1997-11-14,1997,4,Guiana Space Centre,ESA,Antares,1827.4,Earth Observation,True,2.24,LEO
LCH-0016258,MSN-0016258,1989-03-20,1989,1,Taiyuan Satellite Launch Center,China,Ariane 6,5069.4,Communications,True,7.26,LEO
LCH-0016259,MSN-0016259,2019-05-27,2019,2,Cape Canaveral,UK,Long March 5,705.6,Navigation,True,1.58,LEO
LCH-0016260,MSN-0016260,2000-11-23,2000,4,Guiana Space Centre,ESA,H3,5471.1,Communications,True,14.34,LEO
LCH-0016261,MSN-0016261,2010-06-05,2010,2,Vostochny Cosmodrome,Russia,Electron,2552.4,Science,True,3.13,GEO
LCH-0016262,MSN-0016262,2024-08-18,2024,3,Guiana Space Centre,ESA,Electron,7032.3,Supply/Resupply,True,20.63,SSO
LCH-0016263,MSN-0016263,2005-09-13,2005,3,Kennedy Space Center,Italy,PSLV,2069.3,Science,True,4.71,LEO
LCH-0016264,MSN-0016264,2016-04-20,2016,2,Vandenberg SFB,USA,Ariane 5,2190.7,Science,True,5.51,LEO
LCH-0016265,MSN-0016265,1989-08-24,1989,3,Tanegashima Space Center,Japan,Electron,1405.3,Weather,True,0.81,GTO
LCH-0016266,MSN-0016266,2002-05-14,2002,2,Vandenberg SFB,USA,Long March 7,2775.4,Communications,True,3.31,Heliocentric
LCH-0016267,MSN-0016267,1994-02-04,1994,1,Vandenberg SFB,USA,PSLV,5831.2,Communications,True,16.64,GEO
LCH-0016268,MSN-0016268,1977-11-05,1977,4,Cape Canaveral,UK,Shavit,2361.2,Earth Observation,True,2.89,LEO
LCH-0016269,MSN-0016269,2014-08-12,2014,3,Vandenberg SFB,USA,Vulcan Centaur,543.8,Earth Observation,True,1.5,Lunar
LCH-0016270,MSN-0016270,1993-01-27,1993,1,Baikonur Cosmodrome,Russia,Shavit,23006.1,Crewed Mission,True,28.7,GEO
LCH-0016271,MSN-0016271,1997-07-05,1997,3,Guiana Space Centre,ESA,Angara,2213.2,Science,True,5.19,MEO
LCH-0016272,MSN-0016272,2023-07-06,2023,3,Plesetsk Cosmodrome,Russia,Soyuz,1185.0,Weather,True,3.03,GEO
LCH-0016273,MSN-0016273,2001-08-13,2001,3,Vandenberg SFB,USA,Electron,708.1,Technology Demonstration,True,0.41,LEO
LCH-0016274,MSN-0016274,2015-07-02,2015,3,Kennedy Space Center,USA,H3,2000.7,Navigation,True,5.25,SSO
LCH-0016275,MSN-0016275,2015-02-09,2015,1,Kennedy Space Center,USA,Long March 2,1278.4,Communications,True,0.97,LEO
LCH-0016276,MSN-0016276,1959-03-14,1959,1,Al Anbar,UAE,Shavit,750.5,Technology Demonstration,True,1.42,LEO
LCH-0016277,MSN-0016277,1962-05-23,1962,2,Palmachim Air Base,Israel,GSLV,4009.6,Military Reconnaissance,False,9.25,LEO
LCH-0016278,MSN-0016278,1968-06-14,1968,2,Tanegashima Space Center,Japan,Ariane 6,962.7,Weather,True,0.66,LEO
LCH-0016279,MSN-0016279,2023-05-03,2023,2,Kennedy Space Center,USA,Vulcan Centaur,7237.9,Military Reconnaissance,True,5.33,MEO
LCH-0016280,MSN-0016280,2013-12-15,2013,4,Jiuquan Satellite Launch Center,China,Long March 2,1083.2,Science,True,0.73,LEO
LCH-0016281,MSN-0016281,2023-11-27,2023,4,Guiana Space Centre,ESA,Long March 3,2866.4,Earth Observation,True,6.83,LEO
LCH-0016282,MSN-0016282,2002-04-04,2002,2,Taiyuan Satellite Launch Center,China,H3,755.6,Technology Demonstration,True,1.31,SSO
LCH-0016283,MSN-0016283,2011-01-03,2011,1,Vandenberg SFB,USA,Antares,563.4,Navigation,True,1.45,GEO
LCH-0016284,MSN-0016284,2000-05-18,2000,2,Jiuquan Satellite Launch Center,China,H3,3102.2,Communications,True,3.43,Heliocentric
LCH-0016285,MSN-0016285,2006-10-20,2006,4,Kennedy Space Center,USA,Other,830.3,Science,True,2.07,GEO
LCH-0016286,MSN-0016286,2023-07-19,2023,3,Wenchang Space Launch Site,China,PSLV,1149.2,Weather,True,2.15,LEO
LCH-0016287,MSN-0016287,1982-11-27,1982,4,Guiana Space Centre,ESA,Ariane 5,4091.9,Deep Space,True,9.47,GEO
LCH-0016288,MSN-0016288,2003-08-14,2003,3,Plesetsk Cosmodrome,Russia,H3,3744.0,Military Reconnaissance,False,10.37,GEO
LCH-0016289,MSN-0016289,1958-11-08,1958,4,Kennedy Space Center,USA,Shavit,3052.2,Military Reconnaissance,False,2.74,LEO
LCH-0016290,MSN-0016290,2016-07-12,2016,3,Tanegashima Space Center,Japan,Soyuz,4118.1,Science,True,10.71,SSO
LCH-0016291,MSN-0016291,2022-04-14,2022,2,Guiana Space Centre,ESA,GSLV,19019.1,Crewed Mission,True,49.64,MEO
LCH-0016292,MSN-0016292,1980-09-21,1980,3,Guiana Space Centre,ESA,PSLV,10149.4,Supply/Resupply,False,12.4,LEO
LCH-0016293,MSN-0016293,2007-02-28,2007,1,Guiana Space Centre,ESA,Other,3854.8,Communications,True,4.49,GEO
LCH-0016294,MSN-0016294,2001-06-11,2001,2,Guiana Space Centre,ESA,Long March 3,949.7,Communications,True,2.71,GEO
LCH-0016295,MSN-0016295,2009-03-10,2009,1,Vandenberg SFB,USA,Antares,5676.2,Communications,True,5.79,MEO
LCH-0016296,MSN-0016296,2007-09-03,2007,3,Satish Dhawan Space Centre,India,Falcon Heavy,6686.8,Communications,True,10.38,LEO
LCH-0016297,MSN-0016297,2010-03-24,2010,1,Wenchang Space Launch Site,China,PSLV,1064.5,Earth Observation,True,2.95,SSO
LCH-0016298,MSN-0016298,2024-11-04,2024,4,Vandenberg SFB,USA,Antares,579.4,Weather,True,1.37,GEO
LCH-0016299,MSN-0016299,2003-09-02,2003,3,Tanegashima Space Center,Japan,Long March 7,2725.1,Navigation,True,3.03,GTO
LCH-0016300,MSN-0016300,2022-10-21,2022,4,Vandenberg SFB,USA,Long March 7,4399.7,Deep Space,True,9.45,GEO
LCH-0016301,MSN-0016301,2017-06-04,2017,2,Guiana Space Centre,ESA,Long March 5,735.2,Technology Demonstration,True,0.99,MEO
LCH-0016302,MSN-0016302,1983-02-14,1983,1,Cape Canaveral,USA,PSLV,486.6,Earth Observation,True,0.55,LEO
LCH-0016303,MSN-0016303,2013-07-13,2013,3,Cape Canaveral,UK,PSLV,1574.5,Earth Observation,True,4.32,GEO
LCH-0016304,MSN-0016304,2001-10-11,2001,4,Baikonur Cosmodrome,Russia,Ariane 5,1026.7,Earth Observation,True,2.08,HEO
LCH-0016305,MSN-0016305,1991-05-17,1991,2,Xichang Satellite Launch Center,China,Proton-M,2432.7,Earth Observation,True,5.65,LEO
LCH-0016306,MSN-0016306,2020-04-27,2020,2,Kennedy Space Center,USA,Ariane 6,50.0,Technology Demonstration,True,0.13,MEO
LCH-0016307,MSN-0016307,2015-04-26,2015,2,Vandenberg SFB,Italy,Other,872.7,Navigation,True,1.66,LEO
LCH-0016308,MSN-0016308,2023-06-25,2023,2,Baikonur Cosmodrome,Russia,Falcon Heavy,355.4,Technology Demonstration,True,0.8,LEO
LCH-0016309,MSN-0016309,2022-08-20,2022,3,Vandenberg SFB,Italy,Long March 7,2016.2,Earth Observation,True,3.22,GEO
LCH-0016310,MSN-0016310,1974-04-12,1974,2,Vostochny Cosmodrome,Russia,Angara,17042.5,Crewed Mission,True,40.3,LEO
LCH-0016311,MSN-0016311,2018-08-18,2018,3,Al Anbar,UAE,Long March 7,2346.0,Science,True,5.32,LEO
LCH-0016312,MSN-0016312,2005-03-08,2005,1,Vandenberg SFB,USA,Proton-M,4864.7,Communications,False,8.72,MEO
LCH-0016313,MSN-0016313,1983-10-27,1983,4,Cape Canaveral,USA,NURI,1324.0,Earth Observation,True,1.05,LEO
LCH-0016314,MSN-0016314,1995-03-03,1995,1,Cape Canaveral,USA,Antares,6722.7,Supply/Resupply,False,14.88,GEO
LCH-0016315,MSN-0016315,2017-01-22,2017,1,Taiyuan Satellite Launch Center,China,H3,2830.3,Deep Space,True,1.64,LEO
LCH-0016316,MSN-0016316,2016-05-15,2016,2,Kennedy Space Center,USA,Ariane 6,904.2,Science,True,0.97,HEO
LCH-0016317,MSN-0016317,2012-11-04,2012,4,Xichang Satellite Launch Center,China,Proton-M,2755.3,Navigation,True,6.63,SSO
LCH-0016318,MSN-0016318,1995-04-07,1995,2,Guiana Space Centre,ESA,Soyuz,648.4,Science,True,1.13,LEO
LCH-0016319,MSN-0016319,2021-03-27,2021,1,Xichang Satellite Launch Center,China,Soyuz,50.0,Earth Observation,True,0.04,LEO
LCH-0016320,MSN-0016320,2001-07-01,2001,3,Baikonur Cosmodrome,Russia,Long March 3,2167.1,Earth Observation,True,4.87,SSO
LCH-0016321,MSN-0016321,1979-03-09,1979,1,Kennedy Space Center,France,Delta IV,643.8,Science,True,0.6,SSO
LCH-0016322,MSN-0016322,1990-03-08,1990,1,Vandenberg SFB,USA,Delta IV,2930.1,Science,True,6.11,LEO
LCH-0016323,MSN-0016323,1989-03-06,1989,1,Baikonur Cosmodrome,Russia,Falcon Heavy,619.2,Earth Observation,False,0.86,GEO
LCH-0016324,MSN-0016324,2023-05-08,2023,2,Vostochny Cosmodrome,Russia,Ariane 5,3134.1,Navigation,True,3.35,LEO
LCH-0016325,MSN-0016325,2006-01-11,2006,1,Jiuquan Satellite Launch Center,China,Shavit,3274.9,Earth Observation,False,3.62,GTO
LCH-0016326,MSN-0016326,1999-05-13,1999,2,Cape Canaveral,USA,Soyuz,1511.1,Science,True,4.42,LEO
LCH-0016327,MSN-0016327,2019-01-08,2019,1,Plesetsk Cosmodrome,Russia,Long March 2,2086.9,Communications,True,3.66,Heliocentric
LCH-0016328,MSN-0016328,2007-05-06,2007,2,Guiana Space Centre,ESA,Other,1002.8,Earth Observation,True,0.76,GEO
LCH-0016329,MSN-0016329,1989-10-10,1989,4,Wenchang Space Launch Site,China,Antares,3938.0,Military Reconnaissance,True,10.79,GEO
LCH-0016330,MSN-0016330,2024-02-20,2024,1,Plesetsk Cosmodrome,Russia,Ariane 5,4307.8,Communications,True,4.89,GEO
LCH-0016331,MSN-0016331,2014-02-11,2014,1,Kennedy Space Center,France,Other,2694.7,Earth Observation,True,4.63,GEO
LCH-0016332,MSN-0016332,1997-05-13,1997,2,Vostochny Cosmodrome,Russia,Falcon Heavy,6578.3,Communications,True,6.48,LEO
LCH-0016333,MSN-0016333,2019-11-25,2019,4,Cape Canaveral,USA,Angara,2755.4,Science,True,7.07,SSO
LCH-0016334,MSN-0016334,1973-06-28,1973,2,Plesetsk Cosmodrome,Russia,Long March 7,3418.4,Navigation,True,8.77,SSO
LCH-0016335,MSN-0016335,2015-06-13,2015,2,Palmachim Air Base,Israel,Delta IV,1565.7,Science,True,2.0,GEO
LCH-0016336,MSN-0016336,2020-01-01,2020,1,Cape Canaveral,Italy,PSLV,233.6,Technology Demonstration,True,0.23,SSO
LCH-0016337,MSN-0016337,2015-08-06,2015,3,Plesetsk Cosmodrome,Russia,PSLV,2931.5,Communications,True,5.25,LEO
LCH-0016338,MSN-0016338,1963-09-25,1963,3,Kennedy Space Center,USA,Long March 7,5833.7,Communications,True,9.2,LEO
LCH-0016339,MSN-0016339,2018-09-07,2018,3,Satish Dhawan Space Centre,India,Antares,509.3,Navigation,True,0.51,LEO
LCH-0016340,MSN-0016340,1985-05-18,1985,2,Plesetsk Cosmodrome,Russia,Vulcan Centaur,2153.9,Science,True,2.23,GEO
LCH-0016341,MSN-0016341,2003-06-14,2003,2,Cape Canaveral,USA,Falcon Heavy,1651.7,Earth Observation,True,3.57,GEO
LCH-0016342,MSN-0016342,2014-08-01,2014,3,Vostochny Cosmodrome,Russia,Long March 3,1425.0,Earth Observation,True,1.06,MEO
LCH-0016343,MSN-0016343,1981-12-03,1981,4,Vandenberg SFB,Canada,Antares,85.8,Technology Demonstration,True,0.11,MEO
LCH-0016344,MSN-0016344,1992-02-20,1992,1,Wenchang Space Launch Site,China,Angara,5217.5,Supply/Resupply,True,9.05,Heliocentric
LCH-0016345,MSN-0016345,2017-07-24,2017,3,Plesetsk Cosmodrome,Russia,Long March 7,2055.8,Earth Observation,True,3.39,Heliocentric
LCH-0016346,MSN-0016346,1999-06-19,1999,2,Kennedy Space Center,France,Proton-M,3465.4,Military Reconnaissance,False,2.88,LEO
LCH-0016347,MSN-0016347,2013-07-10,2013,3,Satish Dhawan Space Centre,India,Soyuz,7716.8,Communications,True,19.8,HEO
LCH-0016348,MSN-0016348,2014-11-24,2014,4,Jiuquan Satellite Launch Center,China,PSLV,1396.2,Earth Observation,True,1.96,Lunar
LCH-0016349,MSN-0016349,2011-03-04,2011,1,Cape Canaveral,USA,Proton-M,889.8,Weather,True,1.08,LEO
LCH-0016350,MSN-0016350,1966-01-13,1966,1,Cape Canaveral,USA,Falcon 9,992.1,Science,False,1.83,LEO
LCH-0016351,MSN-0016351,2018-11-20,2018,4,Vandenberg SFB,UK,Shavit,2213.6,Navigation,True,5.36,LEO
LCH-0016352,MSN-0016352,1974-03-05,1974,1,Guiana Space Centre,ESA,Falcon Heavy,5183.4,Communications,True,14.94,HEO
LCH-0016353,MSN-0016353,2016-01-02,2016,1,Satish Dhawan Space Centre,India,Falcon 9,2293.7,Navigation,True,6.29,LEO
LCH-0016354,MSN-0016354,2016-03-18,2016,1,Unknown Launch Site,Other,Long March 2,108.0,Technology Demonstration,True,0.15,LEO
LCH-0016355,MSN-0016355,2016-07-09,2016,3,Baikonur Cosmodrome,Russia,Shavit,1506.5,Weather,True,1.88,Heliocentric
LCH-0016356,MSN-0016356,1998-04-28,1998,2,Kennedy Space Center,USA,Other,1737.9,Science,True,1.55,SSO
LCH-0016357,MSN-0016357,1997-10-18,1997,4,Satish Dhawan Space Centre,India,Shavit,1674.0,Navigation,True,1.84,LEO
LCH-0016358,MSN-0016358,2019-04-13,2019,2,Kennedy Space Center,USA,GSLV,1179.1,Science,False,1.07,SSO
LCH-0016359,MSN-0016359,2017-07-15,2017,3,Vandenberg SFB,USA,Delta IV,1446.0,Science,True,2.79,MEO
LCH-0016360,MSN-0016360,2017-11-23,2017,4,Taiyuan Satellite Launch Center,China,Vulcan Centaur,1328.8,Weather,True,1.35,GEO
LCH-0016361,MSN-0016361,1964-01-08,1964,1,Wenchang Space Launch Site,China,Electron,3169.2,Science,True,8.7,LEO
LCH-0016362,MSN-0016362,1997-09-21,1997,3,Guiana Space Centre,ESA,NURI,8394.0,Supply/Resupply,True,17.3,GEO
LCH-0016363,MSN-0016363,2020-04-04,2020,2,Taiyuan Satellite Launch Center,China,Vulcan Centaur,773.7,Earth Observation,True,2.0,LEO
LCH-0016364,MSN-0016364,1981-12-17,1981,4,Guiana Space Centre,ESA,NURI,2570.3,Navigation,True,4.59,GEO
LCH-0016365,MSN-0016365,1993-07-24,1993,3,Cape Canaveral,UK,NURI,4508.5,Military Reconnaissance,True,6.59,HEO
LCH-0016366,MSN-0016366,2016-12-26,2016,4,Kennedy Space Center,Germany,H3,1370.4,Earth Observation,True,2.8,LEO
LCH-0016367,MSN-0016367,2005-10-11,2005,4,Vandenberg SFB,USA,Ariane 6,1832.4,Science,True,1.97,LEO
LCH-0016368,MSN-0016368,2004-04-19,2004,2,Kennedy Space Center,USA,Delta IV,50.0,Technology Demonstration,True,0.13,LEO
LCH-0016369,MSN-0016369,2021-10-06,2021,4,Vandenberg SFB,USA,Long March 5,987.7,Weather,True,2.47,LEO
LCH-0016370,MSN-0016370,1971-09-06,1971,3,Satish Dhawan Space Centre,India,GSLV,50.0,Earth Observation,True,0.05,GEO
LCH-0016371,MSN-0016371,2013-01-28,2013,1,Taiyuan Satellite Launch Center,China,H-IIA,2576.1,Military Reconnaissance,True,5.41,LEO
LCH-0016372,MSN-0016372,1998-03-23,1998,1,Vandenberg SFB,USA,Long March 3,424.1,Technology Demonstration,True,0.31,LEO
LCH-0016373,MSN-0016373,1976-06-13,1976,2,Kennedy Space Center,USA,PSLV,1574.3,Weather,True,1.99,MEO
LCH-0016374,MSN-0016374,1972-02-07,1972,1,Jiuquan Satellite Launch Center,China,Long March 5,5295.1,Communications,True,13.48,LEO
LCH-0016375,MSN-0016375,1969-09-10,1969,3,Baikonur Cosmodrome,Russia,Vulcan Centaur,15121.1,Crewed Mission,True,9.44,SSO
LCH-0016376,MSN-0016376,1989-08-16,1989,3,Vostochny Cosmodrome,Russia,Long March 2,1945.2,Earth Observation,False,5.13,GEO
LCH-0016377,MSN-0016377,2024-04-03,2024,2,Guiana Space Centre,ESA,GSLV,8178.8,Supply/Resupply,True,14.96,SSO
LCH-0016378,MSN-0016378,1966-04-13,1966,2,Kennedy Space Center,USA,H3,1796.6,Earth Observation,True,2.4,LEO
LCH-0016379,MSN-0016379,1981-10-17,1981,4,Vandenberg SFB,USA,Proton-M,1285.0,Earth Observation,True,0.84,LEO
LCH-0016380,MSN-0016380,2016-04-09,2016,2,Kennedy Space Center,USA,H-IIA,827.6,Earth Observation,True,0.56,GEO
LCH-0016381,MSN-0016381,2006-06-05,2006,2,Kennedy Space Center,Brazil,Ariane 6,4084.9,Communications,True,7.93,GEO
LCH-0016382,MSN-0016382,2015-07-23,2015,3,Palmachim Air Base,Israel,Soyuz,8019.6,Supply/Resupply,True,13.67,LEO
LCH-0016383,MSN-0016383,1973-04-23,1973,2,Baikonur Cosmodrome,Russia,Proton-M,6299.3,Communications,False,8.7,LEO
LCH-0016384,MSN-0016384,2010-11-26,2010,4,Kennedy Space Center,USA,Other,5955.2,Communications,True,11.59,LEO
LCH-0016385,MSN-0016385,2000-11-14,2000,4,Jiuquan Satellite Launch Center,China,Proton-M,959.5,Navigation,True,2.23,SSO
LCH-0016386,MSN-0016386,2021-03-14,2021,1,Tanegashima Space Center,Japan,Antares,2882.0,Science,True,1.81,LEO
LCH-0016387,MSN-0016387,2018-06-13,2018,2,Vandenberg SFB,USA,Electron,2249.2,Military Reconnaissance,True,6.37,SSO
LCH-0016388,MSN-0016388,1976-06-16,1976,2,Tanegashima Space Center,Japan,Electron,2341.8,Earth Observation,True,3.72,LEO
LCH-0016389,MSN-0016389,2021-05-07,2021,2,Xichang Satellite Launch Center,China,Long March 7,6094.9,Communications,True,15.48,GEO
LCH-0016390,MSN-0016390,2015-06-19,2015,2,Guiana Space Centre,ESA,Ariane 5,4332.8,Communications,True,6.68,LEO
LCH-0016391,MSN-0016391,2013-05-26,2013,2,Vandenberg SFB,USA,Falcon Heavy,2790.6,Military Reconnaissance,True,7.87,LEO
LCH-0016392,MSN-0016392,2003-03-19,2003,1,Kennedy Space Center,USA,Shavit,2318.2,Military Reconnaissance,True,4.84,GEO
LCH-0016393,MSN-0016393,1983-02-21,1983,1,Wenchang Space Launch Site,China,Long March 7,1010.2,Science,False,0.92,GEO
LCH-0016394,MSN-0016394,1979-07-20,1979,3,Tanegashima Space Center,Japan,Shavit,2273.7,Communications,True,3.87,HEO
LCH-0016395,MSN-0016395,1996-04-26,1996,2,Plesetsk Cosmodrome,Russia,Delta IV,2216.1,Navigation,True,6.12,LEO
LCH-0016396,MSN-0016396,1990-12-20,1990,4,Vostochny Cosmodrome,Russia,H3,5462.4,Supply/Resupply,True,5.45,GEO
LCH-0016397,MSN-0016397,2019-04-16,2019,2,Plesetsk Cosmodrome,Russia,Antares,1282.9,Science,True,3.12,HEO
LCH-0016398,MSN-0016398,2001-03-27,2001,1,Taiyuan Satellite Launch Center,China,Long March 3,3942.2,Communications,True,6.11,SSO
LCH-0016399,MSN-0016399,2013-12-26,2013,4,Vandenberg SFB,USA,Falcon Heavy,1028.5,Earth Observation,True,1.02,SSO
LCH-0016400,MSN-0016400,1966-10-28,1966,4,Palmachim Air Base,Israel,Long March 5,1855.2,Earth Observation,True,3.26,LEO
LCH-0016401,MSN-0016401,2024-08-06,2024,3,Vostochny Cosmodrome,Russia,H-IIA,6704.1,Communications,True,13.9,GEO
LCH-0016402,MSN-0016402,1999-10-12,1999,4,Satish Dhawan Space Centre,India,Proton-M,249.1,Technology Demonstration,True,0.53,GEO
LCH-0016403,MSN-0016403,1982-04-11,1982,2,Vostochny Cosmodrome,Russia,Vulcan Centaur,3981.3,Deep Space,False,9.99,LEO
LCH-0016404,MSN-0016404,2010-02-18,2010,1,Vandenberg SFB,USA,Long March 5,3817.9,Military Reconnaissance,True,7.13,LEO
LCH-0016405,MSN-0016405,2001-12-08,2001,4,Vandenberg SFB,USA,H-IIA,6251.4,Military Reconnaissance,True,13.35,HEO
LCH-0016406,MSN-0016406,2017-11-18,2017,4,Kennedy Space Center,USA,GSLV,298.3,Technology Demonstration,True,0.79,GEO
LCH-0016407,MSN-0016407,1965-08-17,1965,3,Vandenberg SFB,USA,Other,860.4,Technology Demonstration,False,1.44,LEO
LCH-0016408,MSN-0016408,2022-01-16,2022,1,Plesetsk Cosmodrome,Russia,Ariane 5,2034.7,Science,True,1.09,LEO
LCH-0016409,MSN-0016409,2003-12-13,2003,4,Tanegashima Space Center,Japan,Long March 2,6356.2,Communications,True,3.78,MEO
LCH-0016410,MSN-0016410,2004-03-03,2004,1,Kennedy Space Center,USA,Long March 3,1564.2,Communications,True,3.02,GTO
LCH-0016411,MSN-0016411,2008-06-24,2008,2,Guiana Space Centre,ESA,Ariane 5,5225.1,Military Reconnaissance,True,4.43,LEO
LCH-0016412,MSN-0016412,1996-10-20,1996,4,Baikonur Cosmodrome,Russia,Falcon 9,630.8,Technology Demonstration,True,1.53,LEO
LCH-0016413,MSN-0016413,1972-11-12,1972,4,Vostochny Cosmodrome,Russia,PSLV,6134.2,Communications,True,17.72,LEO
LCH-0016414,MSN-0016414,2003-07-20,2003,3,Vandenberg SFB,France,Proton-M,886.3,Technology Demonstration,True,0.89,LEO
LCH-0016415,MSN-0016415,2008-03-17,2008,1,Vandenberg SFB,USA,Angara,215.1,Technology Demonstration,True,0.35,Heliocentric
LCH-0016416,MSN-0016416,2019-06-10,2019,2,Kennedy Space Center,USA,Long March 2,2951.0,Earth Observation,True,1.73,GEO
LCH-0016417,MSN-0016417,1983-06-17,1983,2,Cape Canaveral,USA,NURI,2995.6,Communications,False,4.68,SSO
LCH-0016418,MSN-0016418,1982-04-16,1982,2,Cape Canaveral,USA,Shavit,833.7,Earth Observation,True,1.59,GEO
LCH-0016419,MSN-0016419,2024-09-08,2024,3,Vandenberg SFB,USA,Ariane 5,5390.1,Crewed Mission,True,13.13,LEO
LCH-0016420,MSN-0016420,2001-11-25,2001,4,Vostochny Cosmodrome,Russia,H3,2135.7,Science,False,2.25,LEO
LCH-0016421,MSN-0016421,2002-11-23,2002,4,Jiuquan Satellite Launch Center,China,GSLV,9270.8,Crewed Mission,True,24.8,Heliocentric
LCH-0016422,MSN-0016422,1976-02-05,1976,1,Guiana Space Centre,ESA,Ariane 5,555.0,Science,False,1.39,LEO
LCH-0016423,MSN-0016423,1996-01-28,1996,1,Cape Canaveral,USA,Ariane 5,5091.4,Military Reconnaissance,True,4.6,SSO
